feedback_id,customer_name,feedback,date,product,clean_feedback,category
780,Manoj,Poor quality and waste of money,2025-05-22,Headphones,poor quality waste money,Product
781,Arun,Nothing special,2025-01-31,Banking App,nothing special,General
782,Rahul,Delivery was too late,2025-06-23,Mobile App,delivery too late,Delivery
783,Sneha,Delivery was too late,2025-01-01,Smart Watch,delivery too late,Delivery
784,Arun,Excellent quality and very satisfied,2025-07-27,Banking App,excellent quality very satisfied,Product
785,Divya,Worst product ever,2025-01-03,Mobile App,worst product ever,Product
786,Sneha,Delivery was too late,2025-08-17,E-commerce,delivery too late,Delivery
787,Divya,Average experience,2025-11-20,Smart Watch,average experience,General
788,Manoj,Delivery was too late,2025-11-24,Banking App,delivery too late,Delivery
789,Anitha,Customer support did not respond,2025-07-14,Headphones,customer support did not respond,Support
790,Pooja,Customer support did not respond,2025-12-20,Banking App,customer support did not respond,Support
791,Anitha,Support team was very helpful,2025-09-13,Smart Watch,support team very helpful,Support
792,Pooja,Very bad experience and disappointed,2025-01-21,Laptop,very bad experience disappointed,Product
793,Sneha,Delivery was too late,2025-04-14,Headphones,delivery too late,Delivery
794,Priya,Great service and fast delivery,2025-04-03,Laptop,great service fast delivery,Delivery
795,Arun,Delivery was too late,2025-06-16,Mobile,delivery too late,Delivery
796,Arun,Very bad experience and disappointed,2025-05-25,Mobile,very bad experience disappointed,Product
797,Pooja,Decent product,2025-03-08,Mobile App,decent product,Product
798,Karthik,Very bad experience and disappointed,2025-11-11,Mobile,very bad experience disappointed,Product
799,Karthik,Very happy with the product,2025-11-06,Mobile App,very happy product,Product
800,Manoj,Okay for the price,2025-07-04,Mobile App,okay price,Price
801,Karthik,Very happy with the product,2025-03-10,Headphones,very happy product,Product
802,Priya,Support team was very helpful,2025-01-22,Banking App,support team very helpful,Support
803,Anitha,Decent product,2025-12-27,Laptop,decent product,Product
804,Arun,Nothing special,2025-05-07,Smart Watch,nothing special,General
805,Manoj,Okay for the price,2025-08-06,Laptop,okay price,Price
806,Karthik,Customer support did not respond,2025-11-05,Laptop,customer support did not respond,Support
807,Suresh,Delivery was too late,2025-04-29,E-commerce,delivery too late,Delivery
808,Sneha,Poor quality and waste of money,2025-09-03,Headphones,poor quality waste money,Product
809,Arun,Decent product,2025-09-13,Mobile App,decent product,Product
810,Arun,Delivery was too late,2025-07-07,Laptop,delivery too late,Delivery
811,Suresh,Great service and fast delivery,2025-12-06,Headphones,great service fast delivery,Delivery
812,Karthik,Average experience,2025-03-08,Mobile,average experience,General
813,Anitha,Support team was very helpful,2025-08-20,Mobile,support team very helpful,Support
814,Divya,Decent product,2025-08-14,Banking App,decent product,Product
815,Manoj,Okay for the price,2025-06-18,Internet Service,okay price,Price
816,Pooja,Poor quality and waste of money,2025-06-15,Headphones,poor quality waste money,Product
817,Suresh,Decent product,2025-06-30,Internet Service,decent product,Product
818,Karthik,Very happy with the product,2025-07-28,Banking App,very happy product,Product
819,Pooja,Okay for the price,2025-11-23,E-commerce,okay price,Price
820,Arun,Great service and fast delivery,2025-02-21,Laptop,great service fast delivery,Delivery
821,Suresh,Very happy with the product,2025-04-09,Headphones,very happy product,Product
822,Sneha,Support team was very helpful,2025-08-17,Mobile,support team very helpful,Support
823,Karthik,Very happy with the product,2025-04-04,E-commerce,very happy product,Product
824,Rahul,Very happy with the product,2025-08-10,Smart Watch,very happy product,Product
825,Manoj,Customer support did not respond,2025-11-09,Banking App,customer support did not respond,Support
826,Priya,Very bad experience and disappointed,2025-05-16,Smart Watch,very bad experience disappointed,Product
827,Karthik,Acceptable performance,2025-09-21,Mobile,acceptable performance,General
828,Manoj,Worst product ever,2025-12-14,E-commerce,worst product ever,Product
829,Anitha,Average experience,2025-03-13,Laptop,average experience,General
830,Suresh,Poor quality and waste of money,2025-03-13,Mobile,poor quality waste money,Product
831,Arun,Customer support did not respond,2025-06-04,Laptop,customer support did not respond,Support
832,Priya,Average experience,2025-05-26,Banking App,average experience,General
833,Sneha,Very happy with the product,2025-09-07,Mobile,very happy product,Product
834,Pooja,Delivery was too late,2025-03-13,Mobile App,delivery too late,Delivery
835,Karthik,Poor quality and waste of money,2025-11-27,Headphones,poor quality waste money,Product
836,Sneha,Decent product,2025-06-26,Mobile App,decent product,Product
837,Divya,Great service and fast delivery,2025-06-25,Laptop,great service fast delivery,Delivery
838,Manoj,"Amazing experience, highly recommend",2025-02-14,Internet Service,amazing experience highly recommend,General
839,Pooja,Decent product,2025-06-21,E-commerce,decent product,Product
840,Rahul,Very bad experience and disappointed,2025-09-20,Smart Watch,very bad experience disappointed,Product
841,Priya,Decent product,2025-05-19,E-commerce,decent product,Product
842,Sneha,Average experience,2025-03-12,Banking App,average experience,General
843,Divya,Customer support did not respond,2025-05-17,Headphones,customer support did not respond,Support
844,Arun,Very bad experience and disappointed,2025-02-14,Smart Watch,very bad experience disappointed,Product
845,Suresh,Decent product,2025-10-10,Mobile,decent product,Product
846,Sneha,Nothing special,2025-01-07,Mobile App,nothing special,General
847,Priya,Worst product ever,2025-08-16,Internet Service,worst product ever,Product
848,Manoj,Very happy with the product,2025-07-07,Laptop,very happy product,Product
849,Sneha,"Amazing experience, highly recommend",2025-04-23,Internet Service,amazing experience highly recommend,General
850,Karthik,Average experience,2025-11-24,Laptop,average experience,General
851,Sneha,Worst product ever,2025-08-02,Laptop,worst product ever,Product
852,Anitha,Acceptable performance,2025-06-24,Laptop,acceptable performance,General
853,Priya,Poor quality and waste of money,2025-07-13,Laptop,poor quality waste money,Product
854,Manoj,Okay for the price,2025-12-14,Mobile,okay price,Price
855,Manoj,Customer support did not respond,2025-12-15,E-commerce,customer support did not respond,Support
856,Sneha,Very happy with the product,2025-09-16,Mobile App,very happy product,Product
857,Suresh,Worst product ever,2025-06-03,Laptop,worst product ever,Product
858,Suresh,Worst product ever,2025-07-09,Banking App,worst product ever,Product
859,Pooja,Very bad experience and disappointed,2025-12-16,Mobile,very bad experience disappointed,Product
860,Pooja,Decent product,2025-08-10,Mobile App,decent product,Product
861,Anitha,Okay for the price,2025-05-27,Mobile,okay price,Price
862,Anitha,Average experience,2025-11-16,Internet Service,average experience,General
863,Divya,Acceptable performance,2025-12-23,Banking App,acceptable performance,General
864,Pooja,Nothing special,2025-12-18,Internet Service,nothing special,General
865,Arun,Acceptable performance,2025-11-07,Banking App,acceptable performance,General
866,Arun,Worst product ever,2025-07-11,Smart Watch,worst product ever,Product
867,Karthik,Support team was very helpful,2025-11-03,E-commerce,support team very helpful,Support
868,Sneha,"Amazing experience, highly recommend",2025-08-05,Headphones,amazing experience highly recommend,General
869,Priya,Excellent quality and very satisfied,2025-10-09,Banking App,excellent quality very satisfied,Product
870,Priya,Support team was very helpful,2025-03-21,Headphones,support team very helpful,Support
871,Priya,Excellent quality and very satisfied,2025-10-16,Headphones,excellent quality very satisfied,Product
872,Rahul,Nothing special,2025-06-14,Mobile App,nothing special,General
873,Rahul,Average experience,2025-10-18,Mobile App,average experience,General
874,Priya,Poor quality and waste of money,2025-04-03,Mobile,poor quality waste money,Product
875,Divya,Excellent quality and very satisfied,2025-04-07,Smart Watch,excellent quality very satisfied,Product
876,Manoj,Support team was very helpful,2025-12-18,Internet Service,support team very helpful,Support
877,Priya,Nothing special,2025-12-08,Headphones,nothing special,General
878,Arun,Worst product ever,2025-03-25,Smart Watch,worst product ever,Product
879,Rahul,Delivery was too late,2025-07-21,Smart Watch,delivery too late,Delivery
880,Anitha,Excellent quality and very satisfied,2025-10-18,Mobile,excellent quality very satisfied,Product
881,Pooja,Average experience,2025-06-05,Mobile App,average experience,General
882,Pooja,Average experience,2025-06-01,Banking App,average experience,General
883,Arun,Great service and fast delivery,2025-04-20,E-commerce,great service fast delivery,Delivery
884,Arun,Average experience,2025-07-26,Laptop,average experience,General
885,Anitha,"Amazing experience, highly recommend",2025-08-27,Banking App,amazing experience highly recommend,General
886,Karthik,Okay for the price,2025-05-22,Mobile,okay price,Price
887,Suresh,Delivery was too late,2025-02-12,Internet Service,delivery too late,Delivery
888,Priya,Decent product,2025-12-20,Headphones,decent product,Product
889,Karthik,Poor quality and waste of money,2025-04-01,Mobile App,poor quality waste money,Product
890,Suresh,Decent product,2025-01-01,E-commerce,decent product,Product
891,Arun,Decent product,2025-10-30,Smart Watch,decent product,Product
892,Suresh,Decent product,2026-01-01,Smart Watch,decent product,Product
893,Sneha,Delivery was too late,2025-10-30,Mobile,delivery too late,Delivery
894,Anitha,Poor quality and waste of money,2025-08-17,Mobile,poor quality waste money,Product
895,Manoj,Support team was very helpful,2025-06-20,E-commerce,support team very helpful,Support
896,Karthik,Acceptable performance,2025-12-20,Internet Service,acceptable performance,General
897,Pooja,Acceptable performance,2025-09-23,Mobile,acceptable performance,General
898,Rahul,Delivery was too late,2025-01-22,Smart Watch,delivery too late,Delivery
899,Suresh,Support team was very helpful,2025-09-10,Smart Watch,support team very helpful,Support
900,Divya,Okay for the price,2025-06-02,Headphones,okay price,Price
901,Rahul,Worst product ever,2025-06-29,Mobile App,worst product ever,Product
902,Arun,Customer support did not respond,2025-08-05,Internet Service,customer support did not respond,Support
903,Manoj,Average experience,2025-01-25,Mobile App,average experience,General
904,Pooja,Decent product,2025-04-16,Mobile,decent product,Product
905,Priya,Customer support did not respond,2025-10-02,Mobile App,customer support did not respond,Support
906,Suresh,Customer support did not respond,2025-11-12,Internet Service,customer support did not respond,Support
907,Sneha,"Amazing experience, highly recommend",2025-03-14,Internet Service,amazing experience highly recommend,General
908,Arun,Excellent quality and very satisfied,2025-12-09,Mobile App,excellent quality very satisfied,Product
909,Sneha,Okay for the price,2025-10-17,E-commerce,okay price,Price
910,Sneha,Worst product ever,2025-09-09,Internet Service,worst product ever,Product
911,Suresh,Poor quality and waste of money,2025-05-21,Internet Service,poor quality waste money,Product
912,Manoj,Nothing special,2025-11-10,Laptop,nothing special,General
913,Priya,Great service and fast delivery,2025-06-08,Mobile,great service fast delivery,Delivery
914,Sneha,Very happy with the product,2025-05-20,Laptop,very happy product,Product
915,Sneha,Great service and fast delivery,2025-11-02,Banking App,great service fast delivery,Delivery
916,Divya,Very bad experience and disappointed,2025-11-27,Smart Watch,very bad experience disappointed,Product
917,Arun,Poor quality and waste of money,2025-08-21,Mobile,poor quality waste money,Product
918,Manoj,Acceptable performance,2025-02-15,Internet Service,acceptable performance,General
919,Pooja,Okay for the price,2025-10-09,Internet Service,okay price,Price
920,Pooja,Excellent quality and very satisfied,2025-01-14,Mobile App,excellent quality very satisfied,Product
921,Rahul,Acceptable performance,2025-04-27,Mobile App,acceptable performance,General
922,Manoj,Customer support did not respond,2025-01-23,Internet Service,customer support did not respond,Support
923,Arun,Support team was very helpful,2025-06-18,Laptop,support team very helpful,Support
924,Manoj,Customer support did not respond,2025-05-16,Mobile,customer support did not respond,Support
925,Karthik,Great service and fast delivery,2025-04-23,E-commerce,great service fast delivery,Delivery
926,Sneha,Average experience,2025-12-30,Laptop,average experience,General
927,Rahul,Average experience,2025-03-24,E-commerce,average experience,General
928,Divya,Worst product ever,2025-10-24,Laptop,worst product ever,Product
929,Rahul,Okay for the price,2025-05-17,Mobile App,okay price,Price
930,Sneha,Excellent quality and very satisfied,2025-11-26,Mobile App,excellent quality very satisfied,Product
931,Divya,Delivery was too late,2025-03-05,Mobile,delivery too late,Delivery
932,Anitha,"Amazing experience, highly recommend",2025-11-13,Internet Service,amazing experience highly recommend,General
933,Manoj,Excellent quality and very satisfied,2025-12-19,Internet Service,excellent quality very satisfied,Product
934,Anitha,Worst product ever,2025-01-31,E-commerce,worst product ever,Product
935,Manoj,Support team was very helpful,2025-02-12,Banking App,support team very helpful,Support
936,Rahul,Worst product ever,2025-11-05,E-commerce,worst product ever,Product
937,Rahul,Average experience,2025-10-02,Mobile App,average experience,General
938,Arun,Poor quality and waste of money,2025-04-17,E-commerce,poor quality waste money,Product
939,Rahul,Poor quality and waste of money,2025-07-08,Smart Watch,poor quality waste money,Product
940,Sneha,Very bad experience and disappointed,2025-08-25,Internet Service,very bad experience disappointed,Product
941,Rahul,Great service and fast delivery,2025-02-04,Internet Service,great service fast delivery,Delivery
942,Priya,Very bad experience and disappointed,2025-10-14,Smart Watch,very bad experience disappointed,Product
943,Anitha,Excellent quality and very satisfied,2025-02-27,Banking App,excellent quality very satisfied,Product
944,Divya,Nothing special,2025-05-25,Laptop,nothing special,General
945,Arun,Great service and fast delivery,2025-06-07,Banking App,great service fast delivery,Delivery
946,Pooja,Great service and fast delivery,2025-07-13,Internet Service,great service fast delivery,Delivery
947,Sneha,Poor quality and waste of money,2025-02-10,Headphones,poor quality waste money,Product
948,Divya,Great service and fast delivery,2025-03-09,Banking App,great service fast delivery,Delivery
949,Rahul,Average experience,2025-02-12,Smart Watch,average experience,General
950,Suresh,Okay for the price,2025-01-19,E-commerce,okay price,Price
951,Manoj,Customer support did not respond,2025-04-19,Headphones,customer support did not respond,Support
952,Suresh,Excellent quality and very satisfied,2025-02-20,Internet Service,excellent quality very satisfied,Product
953,Anitha,Worst product ever,2025-01-16,E-commerce,worst product ever,Product
954,Karthik,Excellent quality and very satisfied,2025-05-13,Internet Service,excellent quality very satisfied,Product
955,Arun,Acceptable performance,2025-06-25,Headphones,acceptable performance,General
956,Suresh,Great service and fast delivery,2025-04-22,Mobile,great service fast delivery,Delivery
957,Anitha,Nothing special,2025-10-03,Headphones,nothing special,General
958,Pooja,Worst product ever,2025-10-26,Banking App,worst product ever,Product
959,Rahul,Very happy with the product,2025-06-24,Internet Service,very happy product,Product
960,Suresh,"Amazing experience, highly recommend",2025-03-31,E-commerce,amazing experience highly recommend,General
961,Sneha,"Amazing experience, highly recommend",2025-09-02,Headphones,amazing experience highly recommend,General
962,Manoj,Excellent quality and very satisfied,2025-03-28,Banking App,excellent quality very satisfied,Product
963,Sneha,Very bad experience and disappointed,2025-12-07,Headphones,very bad experience disappointed,Product
964,Suresh,Very happy with the product,2025-07-21,Smart Watch,very happy product,Product
965,Rahul,Nothing special,2025-01-29,Mobile App,nothing special,General
966,Suresh,Okay for the price,2025-12-22,Mobile App,okay price,Price
967,Priya,Support team was very helpful,2025-04-26,E-commerce,support team very helpful,Support
968,Divya,Delivery was too late,2025-04-15,Smart Watch,delivery too late,Delivery
969,Rahul,Very bad experience and disappointed,2025-05-17,Mobile,very bad experience disappointed,Product
970,Pooja,Customer support did not respond,2025-07-30,Mobile,customer support did not respond,Support
971,Anitha,Very happy with the product,2025-04-01,Laptop,very happy product,Product
972,Rahul,Average experience,2025-02-25,E-commerce,average experience,General
973,Manoj,Customer support did not respond,2025-02-24,Smart Watch,customer support did not respond,Support
974,Karthik,Excellent quality and very satisfied,2025-12-17,Laptop,excellent quality very satisfied,Product
975,Divya,Average experience,2025-10-23,Internet Service,average experience,General
976,Pooja,Worst product ever,2025-06-16,Smart Watch,worst product ever,Product
977,Priya,"Amazing experience, highly recommend",2025-04-15,Laptop,amazing experience highly recommend,General
978,Pooja,Delivery was too late,2025-07-01,Smart Watch,delivery too late,Delivery
979,Suresh,Delivery was too late,2025-08-27,Smart Watch,delivery too late,Delivery
980,Rahul,Average experience,2025-10-16,Internet Service,average experience,General
981,Manoj,Very bad experience and disappointed,2025-08-01,Laptop,very bad experience disappointed,Product
982,Arun,Very happy with the product,2025-02-20,Smart Watch,very happy product,Product
983,Manoj,Great service and fast delivery,2025-03-23,Headphones,great service fast delivery,Delivery
984,Sneha,Great service and fast delivery,2025-04-19,Smart Watch,great service fast delivery,Delivery
985,Sneha,Worst product ever,2025-04-11,Mobile App,worst product ever,Product
986,Priya,Acceptable performance,2025-06-12,Smart Watch,acceptable performance,General
987,Suresh,Great service and fast delivery,2025-10-16,Headphones,great service fast delivery,Delivery
988,Suresh,Acceptable performance,2025-04-19,Headphones,acceptable performance,General
989,Rahul,Delivery was too late,2025-12-13,Mobile App,delivery too late,Delivery
990,Anitha,Okay for the price,2025-08-10,Mobile App,okay price,Price
991,Karthik,Decent product,2025-02-16,Internet Service,decent product,Product
992,Sneha,Poor quality and waste of money,2025-01-04,Internet Service,poor quality waste money,Product
993,Divya,Poor quality and waste of money,2025-05-08,Headphones,poor quality waste money,Product
994,Arun,Poor quality and waste of money,2025-11-15,Mobile App,poor quality waste money,Product
995,Karthik,Very happy with the product,2025-07-20,Banking App,very happy product,Product
996,Rahul,Acceptable performance,2025-06-11,Headphones,acceptable performance,General
997,Arun,Delivery was too late,2025-08-27,Laptop,delivery too late,Delivery
998,Suresh,Nothing special,2025-05-04,Mobile App,nothing special,General
999,Arun,Delivery was too late,2025-12-24,E-commerce,delivery too late,Delivery
1000,Sneha,Decent product,2025-01-08,Banking App,decent product,Product
1001,Sneha,Great service and fast delivery,2025-10-19,E-commerce,great service fast delivery,Delivery
1002,Manoj,Okay for the price,2025-06-11,Headphones,okay price,Price
1003,Karthik,Poor quality and waste of money,2025-04-03,Mobile,poor quality waste money,Product
1004,Anitha,Very happy with the product,2025-03-02,Mobile,very happy product,Product
1005,Arun,Nothing special,2025-03-07,Banking App,nothing special,General
1006,Pooja,Average experience,2025-01-23,Mobile,average experience,General
1007,Priya,Very bad experience and disappointed,2025-10-28,Mobile,very bad experience disappointed,Product
1008,Rahul,Very happy with the product,2025-02-23,Banking App,very happy product,Product
1009,Rahul,Support team was very helpful,2025-02-26,Internet Service,support team very helpful,Support
1010,Manoj,Okay for the price,2025-10-04,Headphones,okay price,Price
1011,Rahul,Acceptable performance,2025-01-23,Mobile,acceptable performance,General
1012,Pooja,Delivery was too late,2025-09-11,Smart Watch,delivery too late,Delivery
1013,Sneha,Acceptable performance,2025-07-22,E-commerce,acceptable performance,General
1014,Manoj,Support team was very helpful,2025-06-09,Mobile App,support team very helpful,Support
1015,Sneha,Customer support did not respond,2025-02-04,Banking App,customer support did not respond,Support
1016,Karthik,Very happy with the product,2025-07-12,E-commerce,very happy product,Product
1017,Anitha,Customer support did not respond,2025-03-18,Banking App,customer support did not respond,Support
1018,Priya,Support team was very helpful,2025-11-05,Mobile,support team very helpful,Support
1019,Pooja,Very happy with the product,2025-11-01,Internet Service,very happy product,Product
1020,Suresh,Great service and fast delivery,2025-07-27,Headphones,great service fast delivery,Delivery
1021,Rahul,Support team was very helpful,2025-12-27,Smart Watch,support team very helpful,Support
1022,Rahul,Excellent quality and very satisfied,2025-09-15,Mobile,excellent quality very satisfied,Product
1023,Suresh,Decent product,2025-07-05,Internet Service,decent product,Product
1024,Manoj,Very happy with the product,2025-01-04,Banking App,very happy product,Product
1025,Sneha,Average experience,2025-07-19,Banking App,average experience,General
1026,Arun,Poor quality and waste of money,2025-08-23,E-commerce,poor quality waste money,Product
1027,Sneha,Delivery was too late,2025-05-14,E-commerce,delivery too late,Delivery
1028,Sneha,Acceptable performance,2025-11-09,Mobile,acceptable performance,General
1029,Karthik,Excellent quality and very satisfied,2025-08-23,Headphones,excellent quality very satisfied,Product
1030,Suresh,Acceptable performance,2025-04-03,Laptop,acceptable performance,General
1031,Pooja,Delivery was too late,2025-08-20,Mobile App,delivery too late,Delivery
1032,Karthik,Average experience,2025-09-10,Smart Watch,average experience,General
1033,Rahul,Poor quality and waste of money,2025-03-15,Headphones,poor quality waste money,Product
1034,Sneha,Worst product ever,2025-03-15,E-commerce,worst product ever,Product
1035,Arun,Support team was very helpful,2025-10-24,Internet Service,support team very helpful,Support
1036,Pooja,Very happy with the product,2025-04-30,E-commerce,very happy product,Product
1037,Anitha,Customer support did not respond,2025-12-07,Smart Watch,customer support did not respond,Support
1038,Anitha,Poor quality and waste of money,2025-03-29,Headphones,poor quality waste money,Product
1039,Manoj,Very bad experience and disappointed,2025-10-26,Laptop,very bad experience disappointed,Product
1040,Pooja,Excellent quality and very satisfied,2025-09-07,E-commerce,excellent quality very satisfied,Product
1041,Suresh,Customer support did not respond,2025-01-01,Internet Service,customer support did not respond,Support
1042,Priya,Customer support did not respond,2025-12-29,Mobile,customer support did not respond,Support
1043,Priya,Worst product ever,2025-02-25,Laptop,worst product ever,Product
1044,Karthik,"Amazing experience, highly recommend",2025-09-15,Mobile App,amazing experience highly recommend,General
1045,Karthik,Great service and fast delivery,2025-11-02,Mobile,great service fast delivery,Delivery
1046,Manoj,Great service and fast delivery,2025-04-17,Banking App,great service fast delivery,Delivery
1047,Anitha,Great service and fast delivery,2025-12-08,Banking App,great service fast delivery,Delivery
1048,Suresh,Support team was very helpful,2025-07-08,Headphones,support team very helpful,Support
1049,Pooja,Very happy with the product,2025-09-01,Laptop,very happy product,Product
1050,Divya,Very happy with the product,2025-03-12,Smart Watch,very happy product,Product
1051,Sneha,Very happy with the product,2025-05-17,Laptop,very happy product,Product
1052,Rahul,Okay for the price,2025-08-13,Laptop,okay price,Price
1053,Rahul,Very happy with the product,2025-05-22,Internet Service,very happy product,Product
1054,Manoj,Great service and fast delivery,2025-01-10,Headphones,great service fast delivery,Delivery
1055,Karthik,Poor quality and waste of money,2025-07-24,Smart Watch,poor quality waste money,Product
1056,Pooja,Support team was very helpful,2025-04-30,Mobile App,support team very helpful,Support
1057,Pooja,Decent product,2025-07-02,Smart Watch,decent product,Product
1058,Sneha,Very happy with the product,2025-11-30,Mobile,very happy product,Product
1059,Priya,Average experience,2025-07-06,Mobile,average experience,General
1060,Anitha,Okay for the price,2025-10-09,Headphones,okay price,Price
1061,Sneha,Decent product,2025-03-27,Laptop,decent product,Product
1062,Sneha,Worst product ever,2025-09-26,Banking App,worst product ever,Product
1063,Rahul,Customer support did not respond,2025-07-15,Laptop,customer support did not respond,Support
1064,Arun,Decent product,2025-03-03,E-commerce,decent product,Product
1065,Suresh,Very happy with the product,2025-08-16,E-commerce,very happy product,Product
1066,Manoj,Delivery was too late,2025-12-27,Internet Service,delivery too late,Delivery
1067,Suresh,Acceptable performance,2025-08-27,E-commerce,acceptable performance,General
1068,Rahul,Very bad experience and disappointed,2025-08-15,Mobile,very bad experience disappointed,Product
1069,Sneha,Great service and fast delivery,2025-04-29,Mobile App,great service fast delivery,Delivery
1070,Arun,Delivery was too late,2025-06-06,Smart Watch,delivery too late,Delivery
1071,Anitha,"Amazing experience, highly recommend",2025-04-27,Mobile,amazing experience highly recommend,General
1072,Karthik,Delivery was too late,2025-03-02,Laptop,delivery too late,Delivery
1073,Rahul,Decent product,2025-11-17,Headphones,decent product,Product
1074,Priya,Delivery was too late,2025-05-10,Smart Watch,delivery too late,Delivery
1075,Rahul,Very happy with the product,2025-09-22,Banking App,very happy product,Product
1076,Pooja,Very happy with the product,2025-10-07,Mobile App,very happy product,Product
1077,Priya,Worst product ever,2025-05-16,Mobile,worst product ever,Product
1078,Anitha,Nothing special,2025-10-25,Mobile,nothing special,General
1079,Rahul,Great service and fast delivery,2025-01-03,Mobile App,great service fast delivery,Delivery
1080,Suresh,Very bad experience and disappointed,2025-03-21,Internet Service,very bad experience disappointed,Product
1081,Sneha,Customer support did not respond,2025-07-26,Smart Watch,customer support did not respond,Support
1082,Suresh,Decent product,2025-07-30,Laptop,decent product,Product
1083,Pooja,Nothing special,2025-07-17,Headphones,nothing special,General
1084,Manoj,Okay for the price,2025-09-16,Banking App,okay price,Price
1085,Divya,Delivery was too late,2025-10-07,Laptop,delivery too late,Delivery
1086,Manoj,Okay for the price,2025-07-02,Smart Watch,okay price,Price
1087,Divya,Excellent quality and very satisfied,2025-04-25,Laptop,excellent quality very satisfied,Product
1088,Karthik,Customer support did not respond,2025-08-24,Laptop,customer support did not respond,Support
1089,Karthik,Very bad experience and disappointed,2025-03-02,Internet Service,very bad experience disappointed,Product
1090,Arun,Acceptable performance,2025-09-10,Smart Watch,acceptable performance,General
1091,Arun,Poor quality and waste of money,2025-09-23,Headphones,poor quality waste money,Product
1092,Divya,"Amazing experience, highly recommend",2025-11-17,Laptop,amazing experience highly recommend,General
1093,Sneha,Customer support did not respond,2025-08-13,Headphones,customer support did not respond,Support
1094,Karthik,Great service and fast delivery,2025-10-06,Internet Service,great service fast delivery,Delivery
1095,Manoj,"Amazing experience, highly recommend",2025-10-21,Laptop,amazing experience highly recommend,General
1096,Anitha,Acceptable performance,2025-09-14,E-commerce,acceptable performance,General
1097,Arun,Okay for the price,2025-09-26,Mobile,okay price,Price
1098,Suresh,Delivery was too late,2025-07-15,E-commerce,delivery too late,Delivery
1099,Anitha,Poor quality and waste of money,2025-09-25,Headphones,poor quality waste money,Product
1100,Rahul,Poor quality and waste of money,2025-01-31,Laptop,poor quality waste money,Product
1101,Priya,Excellent quality and very satisfied,2025-11-12,Mobile App,excellent quality very satisfied,Product
1102,Manoj,Nothing special,2025-08-23,Smart Watch,nothing special,General
1103,Anitha,Decent product,2025-08-01,Mobile,decent product,Product
1104,Pooja,Excellent quality and very satisfied,2025-07-02,Laptop,excellent quality very satisfied,Product
1105,Arun,Worst product ever,2025-10-08,Headphones,worst product ever,Product
1106,Sneha,Acceptable performance,2025-06-04,Headphones,acceptable performance,General
1107,Anitha,"Amazing experience, highly recommend",2025-07-29,Laptop,amazing experience highly recommend,General
1108,Anitha,Okay for the price,2025-06-25,Mobile App,okay price,Price
1109,Priya,Excellent quality and very satisfied,2025-06-11,Mobile,excellent quality very satisfied,Product
1110,Anitha,Very bad experience and disappointed,2025-01-24,Mobile App,very bad experience disappointed,Product
1111,Karthik,Okay for the price,2025-11-11,Banking App,okay price,Price
1112,Anitha,Nothing special,2025-07-05,Headphones,nothing special,General
1113,Sneha,"Amazing experience, highly recommend",2025-03-25,Mobile App,amazing experience highly recommend,General
1114,Rahul,Nothing special,2025-01-23,Banking App,nothing special,General
1115,Manoj,Acceptable performance,2025-09-10,Laptop,acceptable performance,General
1116,Suresh,Average experience,2025-09-24,Mobile,average experience,General
1117,Arun,Nothing special,2025-02-26,Mobile App,nothing special,General
1118,Pooja,Great service and fast delivery,2025-12-08,Mobile App,great service fast delivery,Delivery
1119,Anitha,Customer support did not respond,2025-03-17,E-commerce,customer support did not respond,Support
1120,Karthik,Decent product,2025-01-21,Headphones,decent product,Product
1121,Pooja,Okay for the price,2025-03-10,Mobile,okay price,Price
1122,Pooja,Excellent quality and very satisfied,2025-02-11,E-commerce,excellent quality very satisfied,Product
1123,Sneha,Acceptable performance,2025-11-11,E-commerce,acceptable performance,General
1124,Priya,Average experience,2025-02-16,E-commerce,average experience,General
1125,Arun,Worst product ever,2025-03-22,E-commerce,worst product ever,Product
1126,Sneha,Nothing special,2025-01-23,Laptop,nothing special,General
1127,Priya,Very bad experience and disappointed,2025-12-10,Mobile App,very bad experience disappointed,Product
1128,Rahul,"Amazing experience, highly recommend",2025-03-05,E-commerce,amazing experience highly recommend,General
1129,Anitha,Great service and fast delivery,2025-08-16,Headphones,great service fast delivery,Delivery
1130,Rahul,"Amazing experience, highly recommend",2025-08-14,Banking App,amazing experience highly recommend,General
1131,Manoj,Excellent quality and very satisfied,2025-10-30,Laptop,excellent quality very satisfied,Product
1132,Sneha,Customer support did not respond,2025-05-05,Mobile App,customer support did not respond,Support
1133,Karthik,Delivery was too late,2025-02-02,Internet Service,delivery too late,Delivery
1134,Divya,Very bad experience and disappointed,2025-12-20,Banking App,very bad experience disappointed,Product
1135,Divya,Okay for the price,2025-08-02,Banking App,okay price,Price
1136,Priya,"Amazing experience, highly recommend",2025-03-01,Mobile,amazing experience highly recommend,General
1137,Arun,Great service and fast delivery,2025-07-25,Headphones,great service fast delivery,Delivery
1138,Divya,Customer support did not respond,2025-07-12,E-commerce,customer support did not respond,Support
1139,Suresh,Customer support did not respond,2025-08-19,Mobile App,customer support did not respond,Support
1140,Arun,Worst product ever,2025-11-26,Mobile,worst product ever,Product
1141,Rahul,Nothing special,2025-09-15,Banking App,nothing special,General
1142,Anitha,Poor quality and waste of money,2025-11-18,Mobile,poor quality waste money,Product
1143,Sneha,Very bad experience and disappointed,2025-01-29,Internet Service,very bad experience disappointed,Product
